date,category,title,source,link,priority
2026-01-12,Global Military,US seizes 2 oil tankers linked to Venezuela,Defense News,https://www.defensenews.com/news/your-military/2026/01/07/us-seizes-2-oil-tankers-linked-to-venezuela/,NORMAL
2026-01-12,Global Military,"Babcock, Frankenburg plan launcher for ‘smallest’ anti-drone missile",Defense News,https://www.defensenews.com/global/europe/2026/01/07/babcock-frankenburg-plan-launcher-for-smallest-anti-drone-missile/,NORMAL
2026-01-12,Global Military,Japan decries Chinese export restrictions that could cripple defenses,Defense News,https://www.defensenews.com/global/asia-pacific/2026/01/07/japan-decries-chinese-export-restrictions-that-could-cripple-defenses/,NORMAL
2026-01-12,Global Military,Ukraine’s allies praise major progress on defense guarantees,Defense News,https://www.defensenews.com/global/europe/2026/01/07/ukraines-allies-praise-major-progress-on-defense-guarantees/,NORMAL
2026-01-12,Global Military,‘This was surgical’: The tactics behind the Maduro mission,Defense News,https://www.defensenews.com/news/your-military/2026/01/06/this-was-surgical-the-tactics-behind-the-maduro-mission/,NORMAL
2026-01-12,Global Military,Lockheed to triple production of interceptor missiles in Pentagon deal,Defense News,https://www.defensenews.com/newsletters/2026/01/06/lockheed-to-triple-production-of-interceptor-missiles-in-pentagon-deal/,NORMAL
2026-01-12,Global Military,US Air Force awards Boeing $2B contract to begin B-52 engine upgrades,Defense News,https://www.defensenews.com/air/2026/01/06/us-air-force-awards-boeing-2b-contract-to-begin-b-52-engine-upgrades/,NORMAL
2026-01-12,Global Military,Elbit sells new batch of Iron Fist protective kit for CV90 vehicles,Defense News,https://www.defensenews.com/global/mideast-africa/2026/01/06/elbit-sells-new-batch-of-iron-fist-protective-kit-for-cv90-vehicles/,NORMAL
2026-01-12,Government,आधार कार्ड पंजीकरण शिविर,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=8,NORMAL
2026-01-12,Government,नौसेना प्रमुख ने नई दिल्‍ली में ‘सहारा’ छात्रावास की आधारशिला रखी,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=45,NORMAL
2026-01-12,Government,दक्षिण चीन तथा उत्तर-पश्चिम प्रशांत में तैनाती के लिए पूर्वी जहाजी बेड़ा,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=44,NORMAL
2026-01-12,Government,वित्त मंत्री श्री अरुण जेटली 25.10.2017 को नई दिल्ली-1 में राजपथ लॉंन्स पर शाम 5.15 बजे ‘पर्यटन पर्व – भव्‍य समापन’ के आधिकारिक समारोह में मुख्य अतिथि होंगे।,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=139,NORMAL
2026-01-12,Government,‘महत्वपूर्ण घोषणा: पीआईबी की नई बहुभाषी वेबसाइट अब बीटा वर्जन में www.pibregional.nic.in/pibdemo पर आपके आगमन के लिए उपलब्ध है। एंड्रॉयड और आईओएस प्लेटफॉर्म पर मोबाइल एप ‘प्रेस इन्फॉर्मेशन ब्यूरो’ को गूगल और एपल प्ले स्टोर से डाउनलोड किया जा सकता है।,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=140,NORMAL
2026-01-12,Government,यह देखा गया है कि कभी-कभी गैर-पीआईबी प्रत्यायित संवाददाताओं/छायाकारों को मीडिया संगठनों द्वारा उन आयोजनों को कवर करने के लिए भेज दिया जाता है जिनमें भारत सरकार के आला अधिकारी भाग लेते हैं। सुरक्षा कारणों से संबंधित आयोजनों में ऐसे मीडिया कर्मियों को प्रवेश की सुविधा देना संभव नहीं है। अत: यह सुझाव दिया जाता है कि मीडिया संगठनों को उपर्युक्त आयोजनों के लिए केवल पीआईबी प्रत्यायित संवाददाताओं/छायाकारों को ही भेजना चाहिए। केवल उन अपवादात्मक परिस्थितियों में ही इन मीडिया कर्मियों को भेजना चाहिए जब पीआईबी प्रत्यायित संवाददाता/छायाकार उपलब्ध नहीं हों।,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=141,NORMAL
2026-01-12,Government,"‘विश्व खाद्य भारत 2017’ में गैर पीआईबी प्रत्‍यायित पत्रकारों के लिए मीडिया एंट्री मुद्रित मीडिया निमंत्रण द्वारा सुनिश्चित की जाएगी, जिसे आज 30 अक्टूबर (सोमवार), 2017 को कमरा संख्‍या 109,राष्ट्रीय मीडिया केंद्र, रायसीना मार्ग, नई दिल्ली से एकत्र किया जा सकता है।",PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=146,NORMAL
2026-01-12,Government,"# आईएफएफआई2017 के लिए मीडिया पंजीकरण आरंभ हो गया है और यह 6 नवंबर, 2017 तक जारी रहेगा। मीडिया पंजीकरण के संबंध में किसी भी प्रश्न या स्पष्टीकरण के लिए कृपया iffi-pib@nic.in or 0832-2226929 पर संपर्क करें। पंजीकरण के लिए https://my.iffigoa.org/ पर क्लिक करें।",PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=147,NORMAL
2026-01-12,Government,गणतंत्र दिवस समारोह 2024- गणतंत्र दिवस 2024 कैमरामैन प्रवेशपत्र के लिए अधिक विवरण,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=510,NORMAL
2026-01-12,Government,पैनल में शामिल होने के लिए आवेदन,PIB India,https://pib.gov.in/NewsDetail.aspx?NewsID=515,NORMAL
2026-01-12,OSINT,Indian Army showcases strength and self-reliance along the LAC in North Sikkim - MSN,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMilgNBVV95cUxNZmc0bGVFeTVESzJBc1FGT0N4eDRsUXUya3hmTkRYdmZpWDRuU1hqaE1SMl9OY3dYVktobkhuekx6OGE2ZTdQQS1IQWVjaGxjTFdIMF82YXdBNG5EZ2ZqTDQ0XzdaSVFtV3pyR0toUFAxY3BILXIxTVdxUVoyRFNBazNBdEFna2MxUEZId2F2NVhNTUQwY2hWSnhwSTlVTlNYT09QSGpZMnlxZ2Y2WER3MEhwOTFUU2tGTzk4eVplR2hsZkhWNHA2MFN4cHhmRDVZcjQ4UnZpeFhkSE5UbmI1dmZpV3NkQVNYem4tb29xakVCQ19TWG50X0xqWUpSUjdBQnFFQUo4Vnh1ai05NEZHTTh6LU4yZWw4YzhLRi1qUHJOYkVDa1dkT2tST2JFNnlUaEtab2VhUjN6VUZiS3ZsTDQ5OVE5S2tHVjNnZ1dsTmw5VXEtY3N0MG1UcmFjcXlfMUo3cDZvUkxhR25XTi1LREREZWQ1bVU1RGxFRGhpQlN4cE9jYktaeW9fV3Q1MVdvbzNoT1pB?oc=5,NORMAL
2026-01-12,OSINT,"China on mind, army to up the ante along LAC’s middle sector - The New Indian Express",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZkZZM0dtWE5DZjdXN0RkVTdUMDg3REMteV9BR1pzWkpwckxBOFNNcDBGLXM1VldfemxISW5uMFU4OFFNbTlmcnU2cjV5TURweHl3dFpIYzNlYzFZRTk2Z1RmbW55dVppYVNYZ09mRlNiWXBNalBWWklNVFZaZDU0TENlTWJTbjMwREotdmdjeGp0NVg4ZWFUWTZaY3NCekZxWjBaYlhlMkc3dm1wWDlJ0gG8AUFVX3lxTE5CMWxFeUpQcGRRa2VSRzBJSnVIUzlrWjJUV281UU5jRFZjb0Rhcldva29jOXRzNlM1VUl2enh6Z2l4X1dpNEo3TWJpeUZmS1BzNjE5NUtjMDI4cWs1dndpX3FwRXhHUjN2MUhxdXZNMUVpWXpFZUZjNzVnQzM5TUF2Xzh5ZTN0TE9QWWZ6SHdjRldjUmRPcFZ2ZU5qZkUwVUYya1NhUFJTalh5SjJfNTJMYWxxaDJqSmJBNERQ?oc=5,NORMAL
2026-01-12,OSINT,"Indian Army set for harsh winter deployment, geo-tagging of key features along Ladakh border - Tibetan Review",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMivwFBVV95cUxPbWdQeHpFR0lLUzdpUkZiUjB1MnVObDVPblJYS2RBLWtTT3lqRjFpOHFnMEc0WVByRHp2UGJPUXdGTHUtTUdoT1dkWmhfNDlKQ3lPbWc3SnJEUVE2NmgzSk16b05ybEdCaV9PSUNUZjFrc1BaTFhsWV9iY2pOa1JNdTBub29CdUVqRzBnVDRwZE44RTlTREZaRU1FMmpYVGVfOVlaQWhnVmdhSGlleng3c0IxNzdNMmRpa0ZxV1JyYw?oc=5,NORMAL
2026-01-12,OSINT,India must keep tight vigil along LAC: Army officials - Times of India,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMivAFBVV95cUxOaV8tTnAwUkd0S00wMFJEOUlETURpbXpicmhhSEpwalhoLWtEaWNqOUoxU0dzYVR1NHVRWTJuVEkycDhVSmpWN0VMU3JiN2R1dGNLajFYZDBTN0NoLU16MXJ0SWd5ejhkdHRmSlpweS1VQm1LUUgxMDBQRXoxcHZNVzBqb0NZMWdUOTRva2R3Q1MwYzcyX3oyREc1ZGhnaG10V0prTG5sT0Rsd2htVWRTSmE1R0l5SU1SLXJ1MdIBwgFBVV95cUxNMEJrNmhHekRWVnlqbjVSQ1AzeS1lRERzNDdkYl9BV2l0c1NCWXlDbXlkN1lYZEpxcDNWc1VWTENWY2swYjUyRVpMWDN5Sm5PeFdEZkE2OHZtb1BxUmZ4bl95X2tUc00yRGtrbHRIaUhCVkhXNjlPT2RSWEZzaWd1c0NFQzViaThaREl6b2JRMHd2MWR2OU9KM1dkVjhDR2JSVkF1RXNGSlNNU1ZoX1N0ZzE4N3RJcUp4bEgyTUZiUDl4Zw?oc=5,NORMAL
2026-01-12,OSINT,China can pull back 150 km and come back in 2–3 hours: Indian Army officer suggests continued vigil along - The Economic Times,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMihAJBVV95cUxQYmFkV3c5R2FMeTEtcVc4dzN2a254VGhYdklVMUg1NWhtUVVEdGFQekZ3UXBXelU5VmJRSkNRRUpidWJpekFLQjRMOVo5VF9mX0hlQmdEUl9Lb2ZxLTRuSmN0WTN1MHV1aDFXcThoX1hGOW9JZnpsX2RRbk1mOTRBeFMtWlBKVGZIX1Rkcmp3OTY5OTdTdE9GOG5mWktUMEJlWXpneVdxLVpXQXBpQmZ6Nm1CYUpPQ1JCSWNvclBERXFPN2c2QVg3dWQ1SnBKUGJWa2FId1VoaTF1R2ZYM1VaYjV6ckVQRWdqbWNWc216U1BKMW1rT3pzbHpzZzVpbnJTalZqUdIBigJBVV95cUxNU0pnZ2dSX191M21iNS03MWN1UTZfaElTaXlKYUdPbHdvQzB2c2xZY29RVHpZT0l5eHlFUlVBc0Jxdk5nSW5hVE1jUTBqd3JTcV9OYmhoRmUweldoZzlVVVNHQkNiZHFtS1FrWVEyLURObUhPRXhtWTM1UkIzdy1XcFZZc3FPSDZFMG0xWTRZemcySGkzMWU0cVRmWGlHcmJ6N3RGOEV1aUdHcTRkYnppbFlGVWc3WmFZNk1GaWo4ZHBnS3ZRVU8xZVJ0R3JSM1ljVEtZQnUyQkthQjhldDVWMFZQUmh5UEpodmxQNHZwN1JEbk4zYmpjVVpwSDdfQlBkRjhoSHVtbEZKUQ?oc=5,NORMAL
2026-01-12,OSINT,US report on LAC and China is misreading of India’s foreign policy - jknewstoday.com,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMilAFBVV95cUxNU3UzLWFuUHlTM2xYYXBmdDZUODBRN3dhOC1ja0NucExzTUFncjd6RldrYmxOMzZacnlQdVBLQTZxQVVNdXZENUR3TUZ3ek9IV1JWSnFHSU94Y1Uwb0NNb0JYX0Rxa1ZGY1BUSHlINXBaNFZHd2w1VUxUWmJfTkhuYkNDTGFoTEZ1eG8tQkdRM1F3WllU?oc=5,NORMAL
2026-01-12,OSINT,"Indian, Chinese soldiers exchange sweets along LAC | India News - Hindustan Times",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMisgFBVV95cUxNSWF1WHhMQjhQNEJuN3pyMnZtQkVQWHlscVFQRnlhVG9xV1pkRV9aU3c2YTJfY2sxd0pSazlyZ203Ym1LV3dtWmtyQ3J6SkZhS0F5UklPWm1fclBsR3N4anpSdFZjV182ZjJJZjlwdkNudHdGdDBNZ1VnNC1fOG5qbndsSkU0dWtQZWJMeEdHZXl4R0RDWmlOY1dtVEVEV3pPcVFDd1FqWWRSV2RVc25QMnJ30gG3AUFVX3lxTE1YcVdNQmNBRjE1Y19COUhSX1NYbFp6SUJPYnJtblA1Y2luMncySDdCM2p5Mk55U2lnX1ZrZ0hoZVAwSzk4RGdRaGs4MEpqektVRzNaaFFtSDRGeFRxUGhVSXJRQUczeVBnekdkbi1YQ2lFZW85RE5mWW5tejloMU1maTRkLTZQLVZrWndjRzJLUHlTNHN3NVNOZE0zNHJwbUw1NF9LZi1DWXgtUUdpT1VuSWtDRlFZcw?oc=5,NORMAL
2026-01-12,OSINT,"Diplomacy, Sanctions, and Military Might: India’s Post-Galwan Strategies in Managing China - orfonline.org",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMivwFBVV95cUxPcUpJYllQVGJuTnVyYjdMTkF0Mko3dTVUbGw1S3lWVFU3LXFrcjlPcTlhakhmSnRVTk5oLUJaNDRIOVZIbkxXT055eVZjYzQ2djh4ZVFPZkFiRkRwNXltUS1lNU45aXdDTDVENUxZYmptS2NBX2N6TEZOSUNRYk5zNWZHVUhLT3poZ0xicFh4UXpIU1Y2aXhUa0NxdnlNQmVDOFUyVTlTNXFYQTFXUGVfT0pyNW1ZWWVnUm1JSVI1QQ?oc=5,NORMAL
2026-01-12,OSINT,Redeployment to surveillance: Army prepares for sixth winter in Ladakh - The Indian Express,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNWEJ0Uk5FdXhnaExrMElJZm5nRzR4bmFmbXBHZjZaamZLUXlyaFllM0VLdFprbkFLREx2cmJfaVd1dFpQTElrOHV0dnhBQzFfakpJUEc4MnRweXdDd1pDeEpMdGplZUdyS3J6dERiYzRfRHJLUXhFdnFZS0k0akhrMHViUW12Rk96T0swREtSTXRldXZQdlAwT1dYMEZVUTZ1Z1JBR2hIZHlleVVYM2tQOEdTUmRMeGRXTzhF0gHCAUFVX3lxTE5OTC1HbjVRQkN2Ny02MVdwZmNLU0hncmk5RFA1NHR6eV82Wjh1YlhGelVGX1MtUlVXMy1zSEtyb29QWnU0OWVSWXdlal9nb21WRl9uNFNUWTV0ZVdVOU53QTY5bEZ3aFVwejVHaXZURzJtNzhsYXZEeHdRNUR4UmIzNmlQeGV0djhHdFdjZnQtTUdqc3ZLTmE0M1poVzZrOXBpdjF0QVZWRTJ0dEhHRzJSbkJQSHBRSUt2cXNZV192aGlB?oc=5,NORMAL
2026-01-12,OSINT,"India Holds Firm at LAC as Winter Nears, Despite Diplomatic Thaw with China - Bharat Shakti",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMisgFBVV95cUxNR0w3N1IwY0xBWG5MMFVld19pLU1LNHZWNjNyZnZHS3FYOVFyZTJtOWJGSWwzcDdMOG1ReUtlOWFoRW1CT21IUGpLNHBzTGc1bGY3NVo1c0QyREQ4RUM0UVphczBhWmtxdEhlcHlVckFoel9GRG92aVFOYW9tLW1DY2IwRUUxOU8xTHlTOTgtRUQxaVNYQVl5MXExS0kycUhwM1BpUjJGT1NoU0xZczFOVG9R?oc=5,NORMAL
2026-01-12,OSINT,Weaponised restraint: How China exploited border agreements while India upheld the rules - The Sunday Guardian,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiywFBVV95cUxPZjAwVHZiMVd3N1V0WTJEanE2YW91Yk12QnZWakpJWlVoUjNyUzhkalpJM0wzaTQxT3p5QVhzMXp3cWk4RXcxOFNoUG9CZHdmR1pzdXM2RExqMWdvVVBDYXNwaUVTa3hDb3dNVU9BTjFQUXFxcHhTTFhFRDVyMlFEUUNfM1paYlZqOS1tVmlKdUZFZW00QkU5cjhzbk9FMnlHTS1lTzdHdDUzc1B4X09KRXotVkhyM3IySHc3RkJXWFdXNGVlTFZhS0hOSQ?oc=5,NORMAL
2026-01-12,OSINT,"'High alert along LAC' a must, Indian Army officials say amid crucial thaw with China - Moneycontrol",Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQcEtHdUgtVmZYWjVLei1KQ2ttdVlOODFZTmVvT2dHWnpOTEpFTy1EZE5SUUt3d0UwNXFZSEMzVGltZEdlNUdnNTFveFlkcjRQMGw1aDd5dkt4UnBOS2hxTHJNUEtKcXhCeVdaSHg2cEpyV0tiRUFmODFnUzJwcGlTWmFHMHJaY0VVX2JXQlhrZlk2aVNwQUVMQnQ4bDg5QmlNOHZPbHd3bWo1a1p4Zl9DNkVDNXc5MER5bFpZZWdDUVFLT0lRWGE2aWxpaGpwbWpjbmfSAdcBQVVfeXFMUExvdF9PNmR6azZLT3lDajNvYVJVa05pNDZUeThrSFN6Z3huUFpKUkxBOUtFcUdKT3Y5dTY2VEhxXzZjSjZBcEZqeU5vSS1oa29IdUllcGYwbDYyTTBNVi1CaVNwX3FuNnRRLTg3Vk5oY0g1VU1uR1ljanJpa1pfbGJPWEpkdGIxRmkxNnRub3VvQ0pRYVhNMVNHN3laTHhPQk82RW5qWlRLY3p5MU1nWVlnZGM5ZU5xRVNBX1ZGRmJ5bkJRNTktUkRVYlFmdHZOb1hMRkpzZ2M?oc=5,NORMAL
2026-01-12,OSINT,A fragile thaw at the top of the world - The Economist,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMihwFBVV95cUxNclRFSW9WekU3UloyblBmcDRiTEpsUGVCSDk3NTBmYUIxc2l0TDlySVZWYm9nRVJrbFdLSGVadWttVFFXdlNTUkFrdk80SUo3aVNuaXcwQlhGaVpaZHpldmVYNWZBUHlQMU1iMnEwZTB6Rk51aG4yQ0VTTF9pYVAxVlNBYjh1aEk?oc=5,NORMAL
2026-01-12,OSINT,Indian Army Emphasizes Continued High Alert on LAC Amid Ongoing India-China Talks - Shop SSBCrack,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiugFBVV95cUxNRE1EUkFFTVlZRzY0eC13TlZjRktqRVhlMllDMDMydHpQNG9Oc05DYjVzLXFFUmhwR1ZHUDkzdkZha1hTVHVIckR4V3cwaEZfVW9wZWtKbzdfTy12eFd3SEk2bWJkb3o3WnR2M3ZtZXZTaTN0WkRPM0c1MURfQk9qYkpTVzJnaGRINlZ2VGU4TC1sTVhwem81WEtRaDNxM1ZiLWhiOWlNX2NLU3RMaTdQWXM2RXhoM3I1LXc?oc=5,NORMAL
2026-01-12,OSINT,China Keeps Forces Dug In Along LAC Even As Relations With India Improve - Swarajyamag,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdnBKenZoTWsyQlRhampjMlJKeEluWTJmT3V1ZHJSVE5hQVFPc1pGblhQY2VhLXZscVNmNGV0RW14clVWQ3FpTVJ3MTg3aDV4c2plSDJUbGNDcWRlY3lXRWNEdTFGMjgtNm5DVUpYWEMtcm43c3FJQlhEQ0JqNU53UnVtWHBOUGtSb1Z5SlhlMFF3eVcwamJEbTY2eHJOaFAzZm9qQzFPUTl6UmPSAbsBQVVfeXFMT25WSFJMbzE3TjFpR2U5a043cWNpTmR3eFUxZkh6TlF2aUUzZ2w5LTBrVlpMR0FRZ3BfbFE5WDNlc1l4eXhGRzYtYUY5OVkxYWI1SXI2blFMc3FLYUFFT01neUJpU29NRThaeTNwWWVvNFJqTXFGMjMzYWNlZ1p2Wk5UbHk1TWE5ZXA2dUhUWkxXY0Z2aEdPNFo1MmpuSlpGNDVZR1NUOGJJeHB3QVlmdlU5c2FMR0J1bWEzSQ?oc=5,NORMAL
2026-01-12,OSINT,Exercise Dibang Shakti: Indian Army conducts high-intensity exercise near LAC in Arunachal Pradesh - India Sentinels,Global Search: Indian Army LAC,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQTVJsR2dmNlU4REYzT2lNdDhqUlVBYTNLbHVwNFdFMVRHQWdwNHlWU0dzLXQ4eUFET2R4bHlIQVBpUExxTFEwbHhjMkkzbmJpcUxkWW9aQ0t6QTJzdlNsLTZ1OU5iT2IyR1Qxc1paQ2dSZ042SEVVQjZWV2U1czczNjlkM3dOWmRoLW4xZDU3MFhIbjdncFlScnFWNHpFSXh6M2h6N3pZYXZvWGlWbFhvT2JWcnpJOFNmU1J3ZHE3czJ3WWM5WjBQS0NrekxOWVBFYWxZZU9kOFpOY2xZ?oc=5,NORMAL
